Product_ID,Compressor_Type,Product_Name,Power_Rating(HP),Capacity(CFM),Pressure_Rating(PSI),Date_of_Sale,Sales_Channel,Sales_Region,Unit_Price,Quantity_Sold,Total_Sales_Revenue,Customer_ID,Company_Name,Contact_Person,Contact_Email,Contact_Phone,Installation_Date,Service_Contracts,Maintenance_History,Warranty_Information,Energy_Consumption(kWh),Efficiency_Rating(%),Operating_Cost,Environmental_Impact,Market_Trends,Customer_Satisfaction_Ratings,Marketing_Campaigns,Promotional_Discounts,Advertising_Channels,Industry_Regulations,industries
1813,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,60,14,107,2023-08-09,Direct Sales,East Region,12478,3,37434,914,Richmond LLC,Trevor Brown,regina77@example.com,653.953.2551,2023-08-29,Yes,Regular maintenance every 6 months,3 years warranty,6.4,92.24,7501.72,Environmentally friendly design,Growing,4.5,Trade Shows,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Paint Shot
1814,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,184,166,131,2023-04-27,Direct Sales,West Region,17596,5,87980,915,Montes PLC,Glenda Mcknight,hayeslisa@example.net,844-565-3471x782,2023-11-20,Yes,Quarterly Maintenance,1 year warranty,39.7,92.14,9097.6,Environmentally friendly design,Stable,4.8,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,Automotive
1815,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,155,1084,204,2023-03-31,Online Platform,West Region,65370,2,130740,916,Cain-Hawkins,Brian Jones,rjohnson@example.net,438.517.2839x8973,2023-04-30,No,Regular maintenance every 6 months,3 years warranty,145.5,76.48,45010.38,Environmentally friendly design,Stable,3.8,Email Campaign,15% off for first-time buyers,Mobile app for remote monitoring,No specific regulations,Fabrication Workshops
1816,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,169,646,171,2023-05-14,Direct Sales,East Region,89349,4,357396,917,Ward Inc,Raven Parsons,ashley45@example.org,(295)492-9173x47154,2023-11-01,Yes,Quarterly Maintenance,1 year warranty,234.8,93.68,60091.45,Minimal environmental impact,Stable,4.4,Trade Shows,10% off for bulk orders,Social media campaigns,No specific regulations,Paper
1817,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,120,468,171,2023-07-22,Direct Sales,East Region,15831,6,94986,918,Miles Ltd,Rebecca Moore,susan32@example.net,563.858.5286,2023-11-12,Yes,Regular maintenance every 6 months,1 year warranty,65.1,73.94,9349.17,Minimal environmental impact,Stable,4.6,Online Ads,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Paper
1818,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,137,913,264,2023-07-13,Distributor,East Region,103585,8,828680,919,"Taylor, Odonnell and Bennett",Elizabeth Brown,edominguez@example.net,847.830.7727x20241,2023-09-05,Yes,Regular maintenance every 6 months,5 years warranty,61.5,71.72,74636.49,Environmentally friendly design,Stable,4.9,Trade Shows,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Textile
1819,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,99,10,94,2023-02-01,Direct Sales,East Region,11090,5,55450,920,Lewis and Sons,Dr. Matthew Thomas Jr.,hwhitney@example.com,922-570-3885,2023-10-18,Yes,Annual service contract,2 years warranty,2.5,89.58,7327.61,Low emissions,Declining,3.9,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Plastic Manufacturing
1820,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,163,113,150,2023-03-27,Online Platform,North Region,13207,6,79242,921,"Gilbert, Harris and Miller",Brandon Ochoa,jimmy37@example.org,8008522832,2023-08-24,No,Regular maintenance every 6 months,1 year warranty,10.9,86.24,8251.47,Environmentally friendly design,Growing,4.0,Online Ads,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Automotive
1821,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,124,15,99,2023-08-21,Distributor,East Region,11505,7,80535,922,"Cunningham, Lewis and Vasquez",Richard Washington,gsmith@example.com,920.899.1086x17535,2023-11-04,No,Quarterly Maintenance,2 years warranty,3.0,92.27,6417.91,Low emissions,Growing,3.9,Online Ads,15% off for first-time buyers,Social media campaigns,No specific regulations,Pet Blowing
1822,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,80,221,158,2023-10-08,Online Platform,South Region,15600,1,15600,923,Wilson and Sons,Stephanie Parker,goldenrachel@example.net,(849)531-9103x64990,2023-10-23,Yes,Regular maintenance every 6 months,1 year warranty,40.7,85.59,7983.15,Low emissions,Growing,4.1,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Food Processing
1823,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,155,1074,188,2023-10-28,Online Platform,South Region,85799,3,257397,924,"George, Mason and Becker",Joshua Hendrix,petersontony@example.com,782-921-5802x1634,2023-10-29,No,Regular maintenance every 6 months,5 years warranty,146.5,94.72,63913.54,Environmentally friendly design,Declining,3.6,Online Ads,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Automotive
1824,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,143,422,114,2023-09-19,Online Platform,West Region,24187,4,96748,925,Hendricks PLC,Melissa Buck,robertpratt@example.net,(779)205-0553x20517,2023-11-25,No,Annual service contract,2 years warranty,54.4,85.08,13161.97,Minimal environmental impact,Declining,3.9,Trade Shows,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Small Machining
1825,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,109,733,277,2023-03-21,Online Platform,West Region,68812,10,688120,926,Hill-Price,Jeremy Martin,gardnerangela@example.org,001-845-950-5600x476,2023-06-27,No,Annual service contract,2 years warranty,84.7,73.14,39850.76,Environmentally friendly design,Stable,3.8,Online Ads,15% off for first-time buyers,Social media campaigns,Compliance with industry standards,Diesel Engine Starting
1826,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,188,6,102,2023-07-10,Distributor,West Region,10037,7,70259,927,Martin-Mcgee,Brent Howe,ericweber@example.org,413.867.0782,2023-07-20,No,Regular maintenance every 6 months,3 years warranty,2.3,94.95,6564.93,Minimal environmental impact,Declining,3.9,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,CNC Operation
1827,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,38,12,119,2023-06-11,Online Platform,West Region,13209,6,79254,928,"Cook, Harvey and Lee",Johnathan Collins,heidi65@example.net,001-660-358-4065,2023-08-03,Yes,Quarterly Maintenance,1 year warranty,2.6,74.09,8548.92,Minimal environmental impact,Growing,4.9,Online Ads,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Mining
1828,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,121,21,167,2023-11-14,Distributor,West Region,11616,10,116160,929,"Burnett, Dominguez and Ramirez",Andrew Howell,kendra48@example.net,+1-971-309-3111x3150,2023-11-26,Yes,Annual service contract,1 year warranty,3.9,91.6,7598.85,Low emissions,Declining,4.0,Email Campaign,10% off for bulk orders,Industry magazines,Compliance with industry standards,Marine
1829,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,189,429,142,2023-05-19,Direct Sales,South Region,18316,2,36632,930,Walker-Henderson,Deborah Dawson,dmorrow@example.net,+1-875-825-3959x5235,2023-11-15,No,Regular maintenance every 6 months,1 year warranty,50.9,84.3,13087.13,Environmentally friendly design,Growing,3.6,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Food Processing
1830,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,176,15,96,2023-10-22,Direct Sales,North Region,11708,9,105372,931,"Anderson, Mendez and Martin",Scott Cross,wayne14@example.org,353-242-0740x67619,2023-11-22,Yes,Regular maintenance every 6 months,5 years warranty,0.5,82.22,6517.69,Environmentally friendly design,Declining,3.8,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Diesel Engine Starting
1831,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,92,12,115,2023-07-10,Direct Sales,West Region,8392,9,75528,932,Hawkins and Sons,Kimberly Harmon,jeffreyjohnson@example.com,001-609-835-8077x81632,2023-10-08,No,Annual service contract,5 years warranty,1.5,75.38,6549.71,Minimal environmental impact,Stable,4.8,Trade Shows,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Paint Shot
1832,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,137,707,217,2022-12-12,Distributor,East Region,66048,10,660480,933,Martinez Group,Allen Richard,aschneider@example.com,750-776-9686x0773,2023-01-23,Yes,Annual service contract,2 years warranty,226.3,94.53,40960.32,Low emissions,Declining,3.9,Trade Shows,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Fabrication Workshops
1833,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,147,898,183,2023-12-07,Direct Sales,West Region,45106,4,180424,934,Hughes PLC,Jennifer Griffin,gserrano@example.com,+1-301-741-9087x2543,2023-12-08,No,Annual service contract,5 years warranty,90.6,87.47,26765.5,Low emissions,Growing,4.6,Online Ads,10% off for bulk orders,Industry magazines,No specific regulations,Small Machining
1834,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,109,279,168,2023-08-09,Online Platform,North Region,15844,10,158440,935,"Hill, Brown and Chandler",Terry Stout,reginamcknight@example.com,405.741.1083x4731,2023-08-10,No,Annual service contract,1 year warranty,15.8,73.0,9496.64,Minimal environmental impact,Growing,3.7,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,Paper
1835,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,153,74,106,2023-07-01,Online Platform,South Region,13644,5,68220,936,"Edwards, Taylor and Davis",Heather Johns,devinvance@example.com,(289)663-8095x1200,2023-10-25,Yes,Quarterly Maintenance,5 years warranty,26.4,73.46,10891.49,Environmentally friendly design,Growing,4.3,Trade Shows,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Small Machining
1836,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,135,688,147,2023-05-04,Direct Sales,North Region,51103,3,153309,937,"Ryan, Potter and Ortega",Frank Johnson,eoconnor@example.com,605.445.3329x39050,2023-06-20,Yes,Quarterly Maintenance,5 years warranty,233.3,91.54,33435.17,Low emissions,Growing,4.8,Online Ads,10% off for bulk orders,Social media campaigns,No specific regulations,Automotive
1837,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,45,43,156,2023-01-29,Online Platform,West Region,16219,2,32438,938,Dawson Ltd,Michael Davis,wolfejohn@example.net,271.473.8515,2023-09-26,Yes,Annual service contract,1 year warranty,8.2,71.26,12122.83,Environmentally friendly design,Stable,3.8,Trade Shows,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Small Machining
1838,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,178,90,127,2023-09-28,Direct Sales,East Region,14793,3,44379,939,"Flores, Carter and Preston",Samuel Rasmussen,dale81@example.org,001-942-330-4404,2023-10-01,No,Quarterly Maintenance,2 years warranty,17.6,93.56,10238.59,Environmentally friendly design,Growing,4.8,Email Campaign,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Automotive
1839,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,164,11,164,2023-08-31,Direct Sales,South Region,14805,10,148050,940,"Burgess, Lucas and Cline",Kari Lawrence,dlewis@example.org,3493477734,2023-09-29,No,Regular maintenance every 6 months,3 years warranty,7.2,84.56,11425.77,Low emissions,Declining,3.6,Email Campaign,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Pet Blowing
1840,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,89,21,98,2023-08-22,Distributor,North Region,13536,9,121824,941,Bailey-Horton,Linda Villa,johnlawrence@example.net,+1-916-692-4546x176,2023-08-26,Yes,Regular maintenance every 6 months,5 years warranty,6.6,86.0,7145.17,Low emissions,Stable,4.4,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Diesel Engine Starting
1841,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,173,586,155,2023-09-18,Direct Sales,West Region,59774,8,478192,942,Rogers-Valdez,Brian Cox,kentvickie@example.com,+1-642-382-2594x058,2023-11-19,Yes,Regular maintenance every 6 months,3 years warranty,162.9,75.26,42494.34,Environmentally friendly design,Declining,4.2,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,Food Processing
1842,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,102,262,165,2023-02-13,Direct Sales,West Region,18326,8,146608,943,Ward Group,Ronald Zimmerman,fkeller@example.org,+1-769-724-7344x2130,2023-09-25,No,Regular maintenance every 6 months,3 years warranty,34.0,76.94,10749.4,Low emissions,Stable,3.8,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Paper
1843,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,126,1128,190,2023-01-25,Distributor,North Region,99646,2,199292,944,White-Mitchell,Maria Benitez,qmontgomery@example.com,8318512736,2023-06-05,No,Annual service contract,1 year warranty,222.3,73.46,53598.74,Low emissions,Declining,4.4,Email Campaign,"Free shipping for orders above $10,000",Mobile app for remote monitoring,Compliance with industry standards,Food Processing
1844,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,39,1005,224,2023-01-26,Online Platform,East Region,92125,6,552750,945,"Taylor, Navarro and Jacobs",Tyler Jensen,smithlaura@example.net,+1-770-560-3436x66184,2023-09-24,No,Quarterly Maintenance,3 years warranty,238.4,73.83,55074.76,Low emissions,Stable,4.0,Online Ads,15% off for first-time buyers,Industry magazines,No specific regulations,Paper
1845,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,168,737,187,2023-10-31,Online Platform,South Region,58920,10,589200,946,"Cooper, Prince and Lawson",Kenneth Garner,bakermckenzie@example.org,001-658-235-4723x5654,2023-11-25,Yes,Annual service contract,1 year warranty,114.6,72.82,31369.22,Low emissions,Stable,4.1,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Paper
1846,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,123,15,194,2023-10-14,Direct Sales,South Region,13539,7,94773,947,"Novak, Noble and Evans",Jerry Lynn,katrinawashington@example.net,874.888.4314,2023-11-08,Yes,Regular maintenance every 6 months,2 years warranty,2.6,83.33,8729.21,Minimal environmental impact,Stable,4.9,Email Campaign,"Free shipping for orders above $10,000",Mobile app for remote monitoring,Compliance with industry standards,Concrete Pumps
1847,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,75,24,138,2023-08-29,Distributor,North Region,16675,6,100050,948,Alvarado-Dunn,Rachel Odom,brookskeith@example.com,001-980-951-7325,2023-11-22,Yes,Annual service contract,3 years warranty,5.6,72.49,12478.21,Minimal environmental impact,Stable,4.3,Online Ads,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Concrete Pumps
1848,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,133,764,248,2023-09-05,Online Platform,North Region,52605,6,315630,949,"Knapp, Barton and Williams",Amanda Scott,idunlap@example.com,001-202-523-3165x4119,2023-09-07,No,Regular maintenance every 6 months,2 years warranty,98.8,74.82,41201.53,Minimal environmental impact,Stable,4.2,Email Campaign,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Fabrication Workshops
1849,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,159,249,111,2023-04-15,Online Platform,West Region,140785,4,563140,950,"Macias, Miller and Neal",David Jones,rebecca99@example.org,878.267.6015x4321,2023-11-20,Yes,Annual service contract,1 year warranty,57.6,87.95,107969.69,Low emissions,Stable,3.6,Online Ads,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,General Engineering
1850,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,111,20,195,2023-09-06,Distributor,West Region,15713,8,125704,951,Martin LLC,Danielle Baxter MD,elizabeth21@example.com,001-755-908-9317x347,2023-11-16,Yes,Regular maintenance every 6 months,1 year warranty,3.6,80.16,8483.07,Low emissions,Stable,4.1,Trade Shows,10% off for bulk orders,Industry magazines,No specific regulations,Concrete Pumps
1851,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,39,1441,284,2023-03-21,Online Platform,West Region,51781,3,155343,952,"Blevins, Taylor and Hinton",William West,kreed@example.org,+1-468-491-7118x7630,2023-10-24,No,Annual service contract,5 years warranty,14.1,85.65,35558.17,Minimal environmental impact,Stable,3.8,Email Campaign,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Automobile
1852,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,73,11,109,2023-06-16,Online Platform,West Region,14527,6,87162,953,Moore-Davis,Paul Mcbride,kpowell@example.com,4586085677,2023-06-18,Yes,Quarterly Maintenance,1 year warranty,4.6,94.67,10614.46,Environmentally friendly design,Stable,4.9,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,Concrete Pumps
1853,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,141,17,177,2023-06-18,Direct Sales,South Region,14342,4,57368,954,Estrada-Brown,Andrew Gilmore,bruce87@example.com,410.621.3962x87732,2023-11-15,Yes,Regular maintenance every 6 months,5 years warranty,7.6,80.17,10084.78,Minimal environmental impact,Growing,4.0,Email Campaign,15% off for first-time buyers,Mobile app for remote monitoring,No specific regulations,Diesel Engine Starting
1854,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,111,13,134,2023-10-31,Direct Sales,North Region,14974,9,134766,955,Lewis and Sons,Willie Mills,omack@example.org,(911)530-3333,2023-11-12,Yes,Annual service contract,2 years warranty,3.3,70.65,8450.31,Minimal environmental impact,Stable,4.6,Email Campaign,15% off for first-time buyers,Industry magazines,No specific regulations,Circuit Breakers
1855,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,56,183,140,2023-08-22,Online Platform,East Region,16851,7,117957,956,Gray-Green,Ashley Hart,george93@example.com,(995)495-6777x580,2023-08-26,Yes,Annual service contract,2 years warranty,41.2,85.71,11549.94,Low emissions,Growing,4.1,Email Campaign,10% off for bulk orders,Social media campaigns,Compliance with industry standards,Fabrication Workshops
1856,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,49,11,93,2023-08-12,Online Platform,East Region,11714,5,58570,957,Murray PLC,Traci Johnson,jeffrey20@example.com,001-423-698-2013,2023-10-23,No,Quarterly Maintenance,5 years warranty,2.0,80.98,7241.15,Environmentally friendly design,Declining,3.8,Online Ads,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Metal Fabrication
1857,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,32,403,185,2023-02-19,Online Platform,North Region,21525,6,129150,958,Hunter and Sons,Nicholas Alvarez,igarza@example.org,(572)934-4276x172,2023-03-01,No,Quarterly Maintenance,1 year warranty,41.0,87.89,14390.12,Environmentally friendly design,Declining,3.7,Trade Shows,15% off for first-time buyers,Mobile app for remote monitoring,No specific regulations,Automotive
1858,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,111,315,162,2023-09-29,Distributor,East Region,15981,9,143829,959,Rodgers-Jones,Lisa Miller,rhernandez@example.org,646-480-5123,2023-10-24,Yes,Quarterly Maintenance,5 years warranty,41.0,94.22,9124.95,Minimal environmental impact,Growing,4.0,Online Ads,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Fabrication Workshops
1859,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,56,487,191,2023-07-03,Distributor,North Region,66695,5,333475,960,Green-Fuentes,Bruce Mathews,karentran@example.net,9407088160,2023-08-01,No,Annual service contract,1 year warranty,147.6,93.71,36090.97,Low emissions,Declining,4.8,Online Ads,10% off for bulk orders,Social media campaigns,Compliance with industry standards,Small Machining
1860,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,108,47,176,2023-09-04,Direct Sales,South Region,15874,10,158740,961,Garcia Group,Jennifer Lam,amandawheeler@example.org,+1-598-405-9957x59772,2023-09-05,No,Regular maintenance every 6 months,3 years warranty,61.5,83.95,8011.96,Environmentally friendly design,Growing,4.7,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Automotive
1861,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,196,19,91,2023-04-06,Distributor,West Region,12238,6,73428,962,"Cunningham, Leblanc and Vega",Steven Day,richardwaters@example.org,645-379-6377x87985,2023-07-22,Yes,Quarterly Maintenance,3 years warranty,5.1,74.14,7195.83,Low emissions,Stable,4.3,Email Campaign,10% off for bulk orders,Social media campaigns,Compliance with industry standards,General Engineering
1862,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,86,859,209,2023-01-05,Online Platform,North Region,53912,6,323472,963,Tate-Crawford,Dustin Cannon DVM,maryrodriguez@example.net,(807)459-1127x01344,2023-06-11,Yes,Quarterly Maintenance,3 years warranty,188.4,89.67,29630.58,Minimal environmental impact,Declining,4.0,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Food Processing
1863,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,130,999,169,2023-02-26,Direct Sales,North Region,75393,3,226179,964,Nichols Ltd,Brent Russell,wrighttammy@example.org,+1-887-459-7484x808,2023-05-03,Yes,Regular maintenance every 6 months,1 year warranty,234.0,73.21,43063.49,Low emissions,Growing,4.4,Online Ads,10% off for bulk orders,Industry magazines,No specific regulations,Automotive
1864,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,28,275,192,2023-02-09,Online Platform,East Region,18546,7,129822,965,"Fowler, Anderson and Johnson",Michelle Peterson,bmunoz@example.com,985.395.4065x041,2023-08-30,No,Regular maintenance every 6 months,5 years warranty,70.1,70.92,9776.03,Environmentally friendly design,Declining,3.6,Trade Shows,15% off for first-time buyers,Social media campaigns,Compliance with industry standards,Textile
1865,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,62,255,131,2023-02-19,Distributor,East Region,12210,5,61050,966,"Castillo, Owens and Harvey",Lauren Keith,nancygraham@example.org,(604)221-7938x39224,2023-03-21,Yes,Annual service contract,2 years warranty,27.1,77.08,8071.22,Minimal environmental impact,Declining,3.5,Trade Shows,15% off for first-time buyers,Mobile app for remote monitoring,No specific regulations,Fabrication Workshops
1866,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,198,116,104,2023-03-30,Direct Sales,East Region,14809,8,118472,967,"Gonzalez, Orozco and Hansen",Stephanie Smith,westronald@example.com,528-537-5731x53534,2023-12-02,Yes,Regular maintenance every 6 months,2 years warranty,12.9,94.23,10293.12,Environmentally friendly design,Declining,4.1,Email Campaign,10% off for bulk orders,Social media campaigns,Compliance with industry standards,Food Processing
1867,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,169,13,197,2023-10-16,Online Platform,West Region,15486,4,61944,968,"Reilly, Wilkins and Wang",Johnathan King,cameron84@example.com,+1-939-875-2519x60614,2023-10-31,Yes,Regular maintenance every 6 months,3 years warranty,6.7,82.98,8671.82,Environmentally friendly design,Stable,4.2,Online Ads,15% off for first-time buyers,Mobile app for remote monitoring,Compliance with industry standards,Metal Fabrication
1868,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,78,128,113,2023-06-13,Direct Sales,East Region,12012,1,12012,969,"Rivera, King and Parker",Mike Thomas,nbradshaw@example.com,(892)216-2984x031,2023-10-29,Yes,Quarterly Maintenance,2 years warranty,12.1,83.51,8918.5,Environmentally friendly design,Stable,3.7,Online Ads,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Fabrication Workshops
1869,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,32,1180,185,2023-05-06,Direct Sales,North Region,74475,1,74475,970,"Lucero, Lane and Mayer",Casey Hines,stephen04@example.org,360-774-1805,2023-10-10,No,Annual service contract,3 years warranty,121.5,76.45,49653.35,Minimal environmental impact,Stable,4.8,Online Ads,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Paper
1870,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,67,457,194,2022-12-22,Online Platform,South Region,19410,1,19410,971,"Clayton, Parsons and Stein",David Fisher,mooredavid@example.net,(803)673-1160,2023-03-28,Yes,Quarterly Maintenance,1 year warranty,57.5,88.99,13355.03,Low emissions,Stable,4.7,Email Campaign,10% off for bulk orders,Industry magazines,No specific regulations,Small Machining
